# word	ipa	meaning	source
#
# Two sources, and the fourth column says which is which.
#
# source=freetalk: the FreeTalk Dictionary V1, Copyright 2024-present
#   FreeTalk.fun, CC BY-NC 4.0 — NON-COMMERCIAL. A product that makes
#   money needs a licence from them. See FREETALK_LICENSE beside this
#   file. https://github.com/freetalk-fun/freetalk-dictionary-v1
#   Changed: the first short, non-circular sense of each word was
#   taken, and nothing else was kept.
#
# source=shadowline: the contractions and possessives, written for this
#   project in tools/contractions.py and under its licence, because the
#   dictionary has no entry containing an apostrophe.
#
# Rebuild with tools/build_seed_glosses.py.
investing	ˌɪnˈvɛstɪŋ	Expend money with the expectation of achieving a profit or material result	freetalk
keyboard	ˈkiˌbɔɹd	A set of keys on a musical instrument	freetalk
lasting	ˈlæstɪŋ	Enduring for a long time	freetalk
locally	ˈloʊkəli	In a particular area or neighborhood	freetalk
loses	ˈluzəz	To be deprived of or cease to have possession of something	freetalk
mild	ˈmaɪld	Not severe or harsh in nature	freetalk
minimal	ˈmɪnəməl	Of a minimum amount, quantity, or degree	freetalk
mixing	ˈmɪksɪŋ	Combine (different substances) to form a single substance	freetalk
molecular	məˈlɛkjəlɝ	Relating to or consisting of molecules	freetalk
nearest	ˈnɪɹəst	Closest in space or time	freetalk
neighbor	ˈneɪbɝ	a person living near or next door to the speaker or person referred to	freetalk
noon	ˈnun	The middle of the day; 12 o'clock in the daytime	freetalk
nowadays	ˈnaʊəˌdeɪz	At the present time	freetalk
openly	ˈoʊpənli	In a way that is not hidden or secret	freetalk
overview	ˈoʊvɝˌvju	A general summary or survey of a subject	freetalk
pairs	ˈpɛɹz	Two corresponding things designed for use together	freetalk
parish	ˈpæɹɪʃ	An administrative district typically having its own church and a priest or pastor	freetalk
pathetic	pəˈθɛtɪk	Arousing pity, especially through vulnerability or sadness	freetalk
poems	ˈpoʊəmz	A composition in verse	freetalk
possibilities	ˌpɑsəˈbɪlətiz	The state or fact of being possible	freetalk
potato	pəˈteɪˌtoʊ	A starchy plant tuber that is one of the most important food crops, cooked and eaten as a vegetable	freetalk
potter	ˈpɑtɝ	A vessel for boiling or cooking food	freetalk
preference	ˈpɹɛfɝəns	A greater liking for one alternative over another or others	freetalk
promising	ˈpɹɑməsɪŋ	Showing potential for success or excellence	freetalk
proportion	pɹəˈpɔɹʃən	A part, share, or number considered in comparative relation to a whole	freetalk
purchases	ˈpɝtʃəsəz	The act of buying goods or services	freetalk
rage	ˈɹeɪdʒ	Violent, uncontrollable anger	freetalk
reflects	ɹɪˈflɛkts	To throw back light, heat, or sound without absorbing it	freetalk
respected	ɹɪˈspɛktɪd	Admired for qualities or achievements	freetalk
restoration	ˌɹɛstɝˈeɪʃən	The action of returning something to a former condition	freetalk
selfish	ˈsɛlfɪʃ	Concerned chiefly or only with oneself	freetalk
sergeant	ˈsɑɹdʒənt	A noncommissioned officer in the army or air force	freetalk
silk	ˈsɪlk	A fabric made from this fiber	freetalk
stamp	ˈstæmp	A small piece of paper with a design on it that is stuck onto a letter or package before it is posted	freetalk
throne	ˈθɹoʊn	A ceremonial chair for a monarch	freetalk
thy	ˈðaɪ	belonging to or associated with the person being spoken to	freetalk
urge	ˈɝdʒ	To try to persuade or convince someone to do something	freetalk
voter	ˈvoʊtɝ	A person who votes in an election	freetalk
warner	ˈwɔɹnɝ	A person who warns or advises	freetalk
wasting	ˈweɪstɪŋ	To use or expend carelessly or extravagantly	freetalk
witch	ˈwɪtʃ	A woman thought to have magic powers, especially evil ones	freetalk
advantages	ædˈvæntɪdʒɪz	A condition or circumstance that puts one in a favorable or superior position	freetalk
ally	ˈælaɪ	A person or group that is united with another for a common purpose	freetalk
archives	ˈɑɹˌkaɪvz	A collection of historical documents or records	freetalk
array	ɝˈeɪ	An impressive display or range of a particular type of thing	freetalk
assisted	əˈsɪstɪd	Helped or aided in doing something	freetalk
backs	ˈbæks	The rear surface of the human body from the shoulders to the hips	freetalk
belly	ˈbɛli	The front part of the human body below the chest, containing the stomach and bowels	freetalk
booth	ˈbuθ	A small temporary structure for selling goods or providing services	freetalk
breakdown	ˈbɹeɪkˌdaʊn	A failure of a relationship or system	freetalk
bridges	ˈbɹɪdʒəz	A structure carrying a road, path, railroad, or canal across a river, ravine, road, railroad, or other obstacle	freetalk
brutal	ˈbɹutəl	Savagely violent or cruel	freetalk
calculated	ˈkælkjəˌleɪtɪd	Carefully thought out or planned	freetalk
cam	ˈkæm	A rotating or sliding piece in a mechanical linkage used especially in transforming rotary motion into linear motion or vice versa	freetalk
centres	ˈsɛntɝz	Plural of center	freetalk
chapters	ˈtʃæptɝz	One of the main divisions of a book, typically with a number or title	freetalk
citizenship	ˈsɪtɪzənˌʃɪp	The status of being a citizen	freetalk
civilians	səˈvɪljənz	A person not in the armed services or the police force	freetalk
cliff	ˈklɪf	A steep rock face, especially at the edge of the sea	freetalk
conflicts	kənˈflɪkts	A serious disagreement or argument	freetalk
consensus	kənˈsɛnsəs	General agreement among a group	freetalk
cycling	ˈsaɪkəlɪŋ	The act or sport of riding or traveling on a bicycle	freetalk
declaration	ˌdɛklɝˈeɪʃən	The act of making a formal or explicit statement	freetalk
derby	ˈdɝbi	A horse race for three-year-old horses	freetalk
distinction	dɪˈstɪŋkʃən	A difference or contrast between similar things or people	freetalk
donations	doʊˈneɪʃənz	Something that is given to a charity or organization	freetalk
draws	ˈdɹɔz	To produce a picture or diagram by making lines and marks on paper	freetalk
examined	ɪɡˈzæmənd	To inspect or scrutinize closely	freetalk
facial	ˈfeɪʃəl	Of or relating to the face	freetalk
faithful	ˈfeɪθfəl	Loyal, constant, and steadfast in affection or allegiance	freetalk
fatal	ˈfeɪtəl	Causing or capable of causing death	freetalk
fig	ˈfɪɡ	A sweet, pear-shaped fruit with many small seeds	freetalk
fitting	ˈfɪtɪŋ	Suitable or appropriate for a particular purpose or situation	freetalk
genuinely	ˈdʒɛnjəwənli	In a sincere and honest manner	freetalk
hardest	ˈhɑɹdəst	Most difficult	freetalk
holland	ˈhɑlənd	A region and former province on the western coast of the Netherlands	freetalk
honored	ˈɑnɝd	Regarded with great respect or admiration	freetalk
hunger	ˈhʌŋɡɝ	A strong desire or craving for food	freetalk
hurricane	ˈhɝəˌkeɪn	A violent storm with strong winds and heavy rain	freetalk
implications	ˌɪmpləˈkeɪʃənz	The conclusion that can be drawn from something	freetalk
import	ˌɪmˈpɔɹt	Bring (goods or services) into a country from abroad for sale	freetalk
innovative	ˈɪnəˌveɪtɪv	Introducing or using new ideas or methods	freetalk
jurisdiction	ˌdʒʊɹəsˈdɪkʃən	The power, right, or authority to interpret and apply the law	freetalk
laughter	ˈlæftɝ	The action or sound of laughing	freetalk
lemon	ˈlɛmən	A yellow citrus fruit with a sour taste	freetalk
les	ˈlɛs	Not as much as	freetalk
lifted	ˈlɪftəd	To raise or elevate to a higher position	freetalk
loading	ˈloʊdɪŋ	The act of placing a load or cargo on a vehicle or ship	freetalk
lung	ˈlʌŋ	Either of the two organs in the chest that you use for breathing	freetalk
matching	ˈmætʃɪŋ	Corresponding in pattern, color, or design	freetalk
mighty	ˈmaɪti	Having great power or strength	freetalk
monetary	ˈmɑnəˌtɛɹi	Relating to money or currency	freetalk
novels	ˈnɑvəlz	A long fictional narrative in prose	freetalk
nutrition	nuˈtɹɪʃən	The process of providing or obtaining the food necessary for health and growth	freetalk
ore	ˈɔɹ	A metal-bearing mineral or rock	freetalk
os	ˈɑs	Bone	freetalk
outcomes	ˈaʊtˌkʌmz	A final result or consequence	freetalk
outta	ˈutə	Out of	freetalk
pine	ˈpaɪn	An evergreen coniferous tree that bears cones and has needle-like leaves	freetalk
polls	ˈpoʊlz	A sampling or collection of opinions or votes from a group of people	freetalk
poorly	ˈpuɹli	In a manner lacking skill or ability	freetalk
pose	ˈpoʊz	To assume a particular attitude or position for a specific purpose	freetalk
pour	ˈpɔɹ	To cause (a liquid) to flow in a steady stream	freetalk
provider	pɹəˈvaɪdɝ	One that provides	freetalk
publish	ˈpʌblɪʃ	Prepare and issue for public distribution or sale	freetalk
purely	ˈpjʊɹli	Solely or entirely	freetalk
ralph	ˈɹælf	To vomit	freetalk
rental	ˈɹɛntəl	The act of renting or leasing property	freetalk
resolved	ɹiˈzɑlvd	Firm in purpose or intent; determined	freetalk
rewards	ɹɪˈwɔɹdz	Something given in return for good behavior or achievement	freetalk
sang	ˈsæŋ	past tense of sing	freetalk
seemingly	ˈsimɪŋli	Appearing to be true or real, but not necessarily so	freetalk
senators	ˈsɛnətɝz	A member of a senate	freetalk
severely	səˈvɪɹli	In a very serious or harsh manner	freetalk
shark	ˈʃɑɹk	A large predatory fish with sharp teeth and a streamlined body	freetalk
shocking	ˈʃɑkɪŋ	Causing intense surprise, disgust, or horror	freetalk
southwest	ˌsaʊˈθwɛst	The direction halfway between south and west	freetalk
studios	ˈstudiˌoʊz	A room or building where an artist, photographer, or musician works	freetalk
survivors	sɝˈvaɪvɝz	A person who continues to live after an event in which others have died	freetalk
tales	ˈteɪlz	A narrative that relates details or facts	freetalk
technically	ˈtɛknɪkəli	According to the facts or exact meaning of something	freetalk
titled	ˈtaɪtəld	Having a title or name	freetalk
traditions	tɹəˈdɪʃənz	The transmission of customs or beliefs from generation to generation	freetalk
unlimited	ənˈlɪmətɪd	Not limited; unrestricted	freetalk
washed	ˈwɑʃt	To clean with water and usually soap or detergent	freetalk
watches	ˈwɑtʃəz	To look at or observe attentively over a period of time	freetalk
advise	ædˈvaɪz	Offer suggestions or recommendations	freetalk
anxious	ˈæŋkʃəs	Experiencing worry or unease about something with an uncertain outcome	freetalk
appearances	əˈpɪɹənsəz	The way that someone or something looks to other people	freetalk
bee	ˈbi	A flying insect that collects nectar and pollen to make honey	freetalk
bombing	ˈbɑmɪŋ	The act of dropping explosives from an aircraft	freetalk
cafe	kəˈfeɪ	A small restaurant serving light meals and drinks	freetalk
challenged	ˈtʃæləndʒd	To question the truth or validity of something	freetalk
cigarettes	ˌsɪɡɝˈɛts	A cylindrical roll of finely cut tobacco cured for smoking	freetalk
colin	ˈkoʊlɪn	A male given name	freetalk
consisting	kənˈsɪstɪŋ	To be made up or composed of	freetalk
cult	ˈkʌlt	A system of religious veneration and devotion directed towards a particular figure or object	freetalk
dairy	ˈdɛɹi	A building or room where milk and cream are kept and butter and cheese are made	freetalk
darling	ˈdɑɹlɪŋ	A person who is dearly loved or cherished	freetalk
delighted	dɪˈlaɪtəd	Feeling or showing great pleasure or satisfaction	freetalk
delivering	dɪˈlɪvɝɪŋ	To bring or transport something to a destination	freetalk
destroying	dɪˈstɹɔɪɪŋ	To cause great damage or harm to something	freetalk
diary	ˈdaɪɝi	A book in which one keeps a daily record of events, experiences, and thoughts	freetalk
disagree	dɪsəˈɡɹi	Have a different opinion	freetalk
disappear	ˌdɪsəˈpɪɹ	Cease to be visible	freetalk
drill	ˈdɹɪl	A tool with a rotating cutting tip for making holes in hard substances	freetalk
earliest	ˈɝliəst	Happening or existing before others in time or order	freetalk
edges	ˈɛdʒəz	The outside limit of an object, area, or surface	freetalk
entries	ˈɛntɹiz	The act of entering	freetalk
evolved	ɪˈvɑlvd	Develop gradually	freetalk
exports	ˈɛkspɔɹts	Goods or services sent to another country for sale	freetalk
fixing	ˈfɪksɪŋ	The act of repairing or making something right	freetalk
flags	ˈflæɡz	A symbol or emblem of a particular country, state, institution, or organization	freetalk
flies	ˈflaɪz	(verb) moves through the air using wings	freetalk
forecast	ˈfɔɹˌkæst	Predict or estimate (a future event or trend)	freetalk
governance	ˈɡʌvɝnəns	The action or manner of governing a state, organization, or group	freetalk
heated	ˈhitəd	Made hot or warm	freetalk
hug	ˈhʌɡ	To embrace someone or something tightly with one's arms	freetalk
importantly	ˌɪmˈpɔɹtəntli	In a way that is significant or of great importance	freetalk
indicating	ˈɪndəˌkeɪtɪŋ	Pointing out or showing something	freetalk
indoor	ˈɪnˌdɔɹ	Situated, conducted, or used within a building or under cover	freetalk
influential	ˌɪnfluˈɛnʃəl	Having the power to affect someone or something	freetalk
intend	ˌɪnˈtɛnd	Have in mind as a purpose	freetalk
invisible	ˌɪnˈvɪzəbəl	Unable to be seen; not visible	freetalk
jeans	ˈdʒinz	A type of pants made of denim fabric	freetalk
jets	ˈdʒɛts	A rapid stream of liquid or gas forced out of a small opening	freetalk
lasted	ˈlæstəd	To continue in existence or operation for a specified time	freetalk
lawsuit	ˈlɔˌsut	A legal action started by a person or organization against another person or organization	freetalk
leak	ˈlik	(verb) To allow liquid or gas to escape through a hole or crack	freetalk
lighter	ˈlaɪtɝ	A device used to produce a flame for lighting cigarettes or fires	freetalk
mentions	ˈmɛnʃənz	Refer to something briefly or casually	freetalk
meter	ˈmitɝ	A unit of length equal to 100 centimeters	freetalk
mice	ˈmaɪs	Plural of mouse	freetalk
musicians	mjuˈzɪʃənz	A person who plays a musical instrument	freetalk
olive	ˈɑləv	A small oval fruit with a hard pit and bitter flesh	freetalk
passionate	ˈpæʃənət	Showing or expressing strong emotions or beliefs	freetalk
potatoes	pəˈteɪtoʊz	A starchy plant tuber that is one of the most important food crops, cooked and eaten as a vegetable	freetalk
prevented	pɹɪˈvɛntɪd	To stop something from happening	freetalk
receiver	ɹəˈsivɝ	A person who receives something	freetalk
recommendation	ˌɹɛkəmənˈdeɪʃən	A suggestion or proposal for someone to consider	freetalk
riot	ˈɹaɪət	A violent disturbance of the peace by a crowd	freetalk
rogers	ˈɹɑdʒɝz	To annoy or bother someone	freetalk
roster	ˈɹɑstɝ	A list or plan showing the order in which a group of people will take turns to perform a particular job	freetalk
safer	ˈseɪfɝ	Free from danger or harm	freetalk
sells	ˈsɛlz	To exchange for money	freetalk
sentenced	ˈsɛntənst	To declare the punishment decided for a crime	freetalk
servant	ˈsɝvənt	A person who performs duties for others, especially a domestic worker	freetalk
setup	ˈsɛˌtʌp	The way in which something is arranged or organized	freetalk
should've	ˈʃʊdəv	Short for 'should have'	shadowline
skull	ˈskʌl	The bony framework of the head, enclosing the brain and supporting the face	freetalk
slot	ˈslɑt	A narrow opening or groove	freetalk
smash	ˈsmæʃ	Break violently into pieces	freetalk
statue	ˈstæˌtʃu	A representation of a person or animal in a three-dimensional form, typically made of a durable material	freetalk
surprisingly	sɝˈpɹaɪzɪŋli	In a way that causes surprise or astonishment	freetalk
surrender	sɝˈɛndɝ	To give up or hand over control or possession	freetalk
suspicious	səˈspɪʃəs	Having or showing a cautious distrust of someone or something	freetalk
team's	ˈtimz	Belonging to or relating to team	shadowline
teenager	ˈtiˌneɪdʒɝ	A person aged between 13 and 19 years old	freetalk
tender	ˈtɛndɝ	Showing gentleness or kindness	freetalk
thoroughly	ˈθɝoʊli	In a thorough manner; completely or entirely	freetalk
treatments	ˈtɹitmənts	The manner in which someone behaves towards or deals with someone or something	freetalk
tweeted	ˈtwitɪd	To post a message on Twitter	freetalk
vacuum	ˈvækjum	A space entirely devoid of matter	freetalk
variations	ˌvɛɹiˈeɪʃənz	A different form or version of something	freetalk
where's	ˈwɛɹz	Short for 'where is' or 'where has'	shadowline
wont	ˈwoʊnt	Accustomed or used to	freetalk
acknowledged	ækˈnɑlɪdʒd	Recognized or accepted as true or valid	freetalk
advances	ədˈvænsəz	To move forward in a purposeful way	freetalk
agrees	əˈɡɹiz	To have the same opinion or be in harmony	freetalk
allegations	ˌæləˈɡeɪʃənz	A claim or assertion that someone has done something wrong or illegal	freetalk
anticipated	ænˈtɪsəˌpeɪtɪd	Regarded as probable or likely to happen	freetalk
approve	əˈpɹuv	To officially agree to or accept something	freetalk
architect	ˈɑɹkəˌtɛkt	A person who designs buildings and advises in their construction	freetalk
basin	ˈbeɪsən	A wide, round, open container with a flat bottom used for holding liquids	freetalk
beneficial	ˌbɛnəˈfɪʃəl	Favorable or advantageous	freetalk
bleeding	ˈblidɪŋ	(verb) to lose blood	freetalk
breed	ˈbɹid	A group of animals or plants with similar characteristics that can produce offspring	freetalk
breeding	ˈbɹidɪŋ	The producing of offspring	freetalk
bride	ˈbɹaɪd	A woman who is about to be married or has recently been married	freetalk
broadway	ˈbɹɔˌdweɪ	A wide street in New York City known for its theaters and entertainment venues	freetalk
bud	ˈbʌd	A small swelling on a plant that will grow into a leaf, flower, or shoot	freetalk
butler	ˈbʌtlɝ	A male servant in a large household, typically responsible for serving food and drinks	freetalk
careers	kɝˈɪɹz	An occupation undertaken for a significant period of a person's life and with opportunities for progress	freetalk
cartoon	kɑɹˈtun	A humorous drawing, often with a caption, typically in a newspaper or magazine	freetalk
celebrities	səˈlɛbɹɪtiz	A famous person	freetalk
chick	ˈtʃɪk	A young woman	freetalk
coke	ˈkoʊk	A solid fuel made by heating coal in the absence of air	freetalk
comparable	ˈkɑmpɝəbəl	Similar in quality or nature	freetalk
confirmation	ˌkɑnfɝˈmeɪʃən	The action of confirming or the state of being confirmed	freetalk
console	ˈkɑnsoʊl	To comfort someone in a time of grief or disappointment	freetalk
contractor	ˈkɑnˌtɹæktɝ	A person or company that undertakes a contract to provide materials or labor for a project	freetalk
contributing	kənˈtɹɪbjutɪŋ	To give (money or help) in order to achieve or provide something together with other people	freetalk
diameter	daɪˈæmətɝ	A straight line passing from side to side through the center of a circle or sphere	freetalk
dump	ˈdʌmp	A place where waste is discarded	freetalk
duo	ˈduoʊ	A pair of people or things	freetalk
dynamics	daɪˈnæmɪks	The forces or properties that stimulate growth, development, or change	freetalk
elephant	ˈɛləfənt	A large mammal with a long trunk, large ears, and tusks	freetalk
enhanced	ɛnˈhænst	Intensified or improved in quality	freetalk
essays	ɛˈseɪz	A short piece of writing on a particular subject	freetalk
exhausted	ɪɡˈzɔstɪd	Drained of strength or energy	freetalk
fabric	ˈfæbɹɪk	Cloth or material produced by weaving or knitting fibers	freetalk
fabulous	ˈfæbjələs	Extremely pleasing or successful	freetalk
fairy	ˈfɛɹi	A small, imaginary being with magical powers	freetalk
fathers	ˈfɑðɝz	A male parent	freetalk
focuses	ˈfoʊkəsɪz	(verb) to concentrate or direct one's attention or effort	freetalk
fold	ˈfoʊld	To bend or crease something	freetalk
freak	ˈfɹik	A person, animal, or plant with an unusual physical abnormality	freetalk
frustrated	ˈfɹʌˌstɹeɪtəd	Feeling or expressing distress and annoyance, especially because of inability to change or achieve something	freetalk
gambling	ˈɡæmbəlɪŋ	Play games of chance for money or other stakes	freetalk
gently	ˈdʒɛntli	In a mild or kind manner	freetalk
glorious	ˈɡlɔɹiəs	Having, worthy of, or bringing fame or admiration	freetalk
grief	ˈɡɹif	Deep sorrow, especially caused by someone's death	freetalk
historically	hɪˈstɔɹɪkəli	In a way that relates to the past	freetalk
hub	ˈhʌb	The central part of a wheel, fan, or propeller	freetalk
inevitable	ˌɪˈnɛvətəbəl	Certain to happen; unavoidable	freetalk
investigating	ˌɪnˈvɛstəˌɡeɪtɪŋ	Carry out a systematic or formal inquiry to discover and examine the facts of (an incident, allegation, etc.) so as to establish the truth	freetalk
labels	ˈleɪbəlz	A small piece of paper, fabric, plastic, or similar material attached to an object and giving information about it	freetalk
lacking	ˈlækɪŋ	Not having something that is needed or expected	freetalk
laughs	ˈlæfs	To show or feel amusement or good humor	freetalk
layout	ˈleɪˌaʊt	The way in which something is arranged or organized	freetalk
lined	ˈlaɪnd	Marked or covered with a line or lines	freetalk
lodge	ˈlɑdʒ	A local chapter or branch of a society or organization	freetalk
lords	ˈlɔɹdz	A person who has authority, control, or power over others	freetalk
merchant	ˈmɝtʃənt	A person or company involved in buying and selling goods for profit	freetalk
merit	ˈmɛɹət	The quality of being particularly good or worthy, especially so as to deserve praise or reward	freetalk
micro	ˈmaɪˌkɹoʊ	Very small	freetalk
myth	ˈmɪθ	A traditional story, especially one concerning the early history of a people or explaining some natural or social phenomenon	freetalk
objectives	əbˈdʒɛktɪvz	Something that one's efforts or actions are intended to attain or accomplish	freetalk
obsessed	əbˈsɛst	Preoccupy or fill the mind of (someone) continually, intrusively, and to a troubling extent	freetalk
overwhelming	ˌoʊvɝˈwɛlmɪŋ	Very great in amount or intensity	freetalk
pale	ˈpeɪl	Light in color	freetalk
particles	ˈpɑɹtəkəlz	A very small piece or part	freetalk
pastor	ˈpæstɝ	A minister in charge of a Christian church or congregation	freetalk
penalties	ˈpɛnəltiz	A punishment imposed for breaking a law, rule, or contract	freetalk
permanently	ˈpɝmənəntli	In a way that lasts or remains unchanged indefinitely	freetalk
pets	ˈpɛts	An animal kept for companionship or amusement	freetalk
pockets	ˈpɑkəts	A small bag or pouch sewn into or on clothing for carrying small articles	freetalk
poison	ˈpɔɪzən	A substance that is capable of causing illness or death when ingested, inhaled, or absorbed	freetalk
predict	pɹɪˈdɪkt	Say or estimate that (a specified thing) will happen in the future or will be a consequence of something	freetalk
presenting	pɹɪˈzɛntɪŋ	To show or offer something for others to see or consider	freetalk
presidents	ˈpɹɛzəˌdɛnts	The elected head of a republic or country	freetalk
pressing	ˈpɹɛsɪŋ	Requiring immediate attention or action	freetalk
prints	ˈpɹɪnts	A mark or impression made by a stamp, seal, or hand	freetalk
provincial	pɹəˈvɪnʃəl	Of or concerning a province	freetalk
raped	ˈɹeɪpt	To force someone to have sexual intercourse against their will	freetalk
realised	ˈɹiəˌlaɪzd	Become fully aware of (something) as a fact; understand clearly	freetalk
rebel	ˈɹɛbəl	A person who resists or defies authority, control, or tradition	freetalk
repairs	ɹɪˈpɛɹz	The act of fixing or restoring something to good working condition	freetalk
rotation	ɹoʊˈteɪʃən	The action of rotating around an axis	freetalk
separately	ˈsɛpɝətli	In a way that is not connected or attached to anything else	freetalk
shaking	ˈʃeɪkɪŋ	To move back and forth or up and down with short, quick movements	freetalk
shaw	ˈʃɔ	A small wood or thicket of trees	freetalk
societies	səˈsaɪətiz	A group of people living together in an organized community	freetalk
solved	ˈsɑlvd	Find an answer to, explanation for, or means of effectively dealing with (a problem or mystery)	freetalk
starring	ˈstɑɹɪŋ	To have a leading role in a movie or play	freetalk
struggles	ˈstɹʌɡəlz	Make forceful or violent efforts to get free of restraint or constriction	freetalk
subtle	ˈsʌtəl	Not immediately obvious or noticeable	freetalk
tastes	ˈteɪsts	The sensation of flavor perceived in the mouth when eating	freetalk
throws	ˈθɹoʊz	To propel or cast in any way	freetalk
toll	ˈtoʊl	A charge or fee for a service, especially for use of a road or bridge	freetalk
tooth	ˈtuθ	One of a set of hard, bonelike structures in the mouth used for biting and chewing food	freetalk
torn	ˈtɔɹn	past participle of tear	freetalk
tragic	ˈtɹædʒɪk	Causing or characterized by extreme distress or sorrow	freetalk
trainer	ˈtɹeɪnɝ	A person who trains or teaches others	freetalk
transformed	tɹænsˈfɔɹmd	To change in form, appearance, or structure	freetalk
unbelievable	ˌʌnbəˈlivəbəl	Not able to be believed	freetalk
underneath	ˌʌndɝˈniθ	Below or beneath something else	freetalk
variation	ˌvɛɹiˈeɪʃən	A change or difference in condition, amount, or level	freetalk
viewing	ˈvjuɪŋ	The act of looking at something	freetalk
viral	ˈvaɪɹəl	relating to or involving an image, video, piece of information, etc., that is circulated rapidly and widely on the internet	freetalk
warehouse	ˈwɛɹˌhaʊs	A large building where goods are stored for distribution	freetalk
wears	ˈwɛɹz	To have on one's body as clothing	freetalk
widow	ˈwɪdoʊ	A woman who has lost her spouse by death	freetalk
wives	ˈwaɪvz	The married woman in a relationship with a man	freetalk
adjust	əˈdʒʌst	To change or move something slightly to make it more suitable or effective	freetalk
administrator	ədˈmɪnəˌstɹeɪtɝ	A person who manages or directs a business or organization	freetalk
affecting	əˈfɛktɪŋ	To have an influence on or make a difference to	freetalk
allied	əˈlaɪd	Joined by treaty or agreement	freetalk
altogether	ˌɔltəˈɡɛðɝ	Completely; entirely	freetalk
animated	ˈænəˌmeɪtɪd	Full of life or excitement	freetalk
answering	ˈænsɝɪŋ	Present participle of answer	freetalk
assess	əˈsɛs	To evaluate or estimate the nature, ability, or quality of something	freetalk
assumption	əˈsʌmpʃən	A thing that is accepted as true or as certain to happen, without proof	freetalk
assured	əˈʃʊɹd	Confident or certain	freetalk
avoided	əˈvɔɪdɪd	Stay away from or stop oneself from doing something	freetalk
avoiding	əˈvɔɪdɪŋ	Keep away from or stop oneself from doing (something)	freetalk
basket	ˈbæskət	A container typically made of woven material, used for carrying or storing items	freetalk
beard	ˈbɪɹd	The hair that grows on a man's chin and cheeks	freetalk
bio	ˌbaɪˈoʊ	Life	freetalk
blanket	ˈblæŋkət	A large piece of cloth used for keeping warm, especially on a bed	freetalk
brains	ˈbɹeɪnz	The organ inside the skull that controls thought, memory, and movement	freetalk
bucket	ˈbʌkət	A typically cylindrical container used for holding or carrying liquids or solids	freetalk
burger	ˈbɝɡɝ	A sandwich consisting of a cooked patty of ground meat, usually beef, placed inside a sliced bread roll or bun	freetalk
capability	ˌkeɪpəˈbɪləti	The power or ability to do something	freetalk
charming	ˈtʃɑɹmɪŋ	Delightful or attractive	freetalk
chiefs	ˈtʃifs	The leader or head of a group or organization	freetalk
commented	ˈkɑmɛntəd	Express an opinion or reaction in speech or writing	freetalk
computing	kəmˈpjutɪŋ	The use of computers and software to process, manipulate, and analyze data	freetalk
concentrate	ˈkɑnsənˌtɹeɪt	To focus all one's attention or mental effort on a particular object or activity	freetalk
conducting	kənˈdʌktɪŋ	The act of directing or managing	freetalk
consequence	ˈkɑnsəkwəns	A result or effect of an action or condition	freetalk
continent	ˈkɑntənənt	One of the main landmasses of the globe, usually reckoned as seven in number (Europe, Asia, Africa, North America, South America, Australia, and Antarctica)	freetalk
cookie	ˈkʊki	A small, sweet baked treat typically containing flour, sugar, and eggs	freetalk
curse	ˈkɝs	An offensive word or phrase used to express anger or annoyance	freetalk
displays	dɪˈspleɪz	To show or exhibit	freetalk
drain	ˈdɹeɪn	To remove liquid from a container or area	freetalk
emissions	ɪˈmɪʃənz	The act of emitting or sending out something, such as gas or radiation	freetalk
ethical	ˈɛθɪkəl	relating to moral principles or the branch of knowledge dealing with these	freetalk
excellence	ˈɛksələns	The quality of being outstanding or extremely good	freetalk
flame	ˈfleɪm	A hot glowing body of ignited gas that is generated by something on fire	freetalk
forests	ˈfɔɹəsts	A large area covered chiefly with trees and undergrowth	freetalk
freely	ˈfɹili	Without hindrance or restraint	freetalk
fruits	ˈfɹuts	The sweet and fleshy product of a tree or other plant that contains seeds and can be eaten as food	freetalk
grabbed	ˈɡɹæbd	To seize suddenly or quickly	freetalk
graduation	ˌɡɹædʒuˈeɪʃən	the act of receiving a diploma or degree from a school, college, or university	freetalk
hint	ˈhɪnt	A slight or indirect indication or suggestion	freetalk
horizon	hɝˈaɪzən	The line at which the earth's surface and the sky appear to meet	freetalk
hostile	ˈhɑstəl	Unfriendly or antagonistic in nature	freetalk
imagined	ˌɪˈmædʒənd	Form a mental image or concept of something that is not present or that is not the case	freetalk
inhabitants	ɪnˈhæbətənts	A person or animal that inhabits a place	freetalk
ink	ˈɪŋk	A colored fluid used for writing or drawing	freetalk
inn	ˈɪn	A commercial establishment that provides lodging, food, and drink for travelers	freetalk
intel	ˌɪnˈtɛl	Information, especially of a secret or confidential nature	freetalk
kicks	ˈkɪks	A sudden, forceful movement of the leg that is used to strike something	freetalk
legends	ˈlɛdʒəndz	A traditional story sometimes popularly regarded as historical but unauthenticated	freetalk
lo	ˈloʊ	Used to draw attention or express surprise	freetalk
magazines	ˈmæɡəˌzinz	A periodical publication containing articles, stories, photographs, etc	freetalk
matrix	ˈmeɪtɹɪks	An environment or material in which something develops	freetalk
measuring	ˈmɛʒɝɪŋ	Determine the size, amount, or degree of something using a standard unit	freetalk
miserable	ˈmɪzɝəbəl	Wretchedly unhappy or uncomfortable	freetalk
momentum	moʊˈmɛntəm	The force or speed of movement; impetus	freetalk
monkey	ˈmʌŋki	A small to medium-sized primate typically having a long tail and living in trees in tropical regions	freetalk
motorcycle	ˈmoʊtɝˌsaɪkəl	A two-wheeled vehicle with a motor	freetalk
